,uid,email,competition_2020,competition_winner_place,shop_txn,moodle_user_y_n,moodle_first_login_dt,moodle_first_login_days_since,moodle_recent_login_dt,moodle_recent_login_days_since,num_courses_completed
74,2259,axtr@umich.edu,1,0,0,0,,,,,0
75,2376,zasz@g.ucla.edu,1,0,0,0,,,,,0
76,2372,wuda@gmail.com,1,0,0,0,,,,,0
77,2127,dohh@yahoo.com,1,0,0,1,2020-05-28,657.0,2021-08-28,200.0,0
78,2241,dsjj@gmail.com,1,0,0,0,,,,,0
79,2242,pcuj@gmail.com,1,0,0,0,,,,,0
80,2583,xecf@ined.fr,1,0,0,1,2020-06-07,647.0,2020-06-07,647.0,0
81,2487,hxdi@gmail.com,1,0,0,0,,,,,0
82,2422,qmvz@cpp.edu,1,0,0,0,,,,,0
83,2409,wmhe@cpp.edu,1,0,0,0,,,,,0
84,2437,fnai@cpp.edu,1,0,0,0,,,,,0
85,2274,itis@buttrfly.ai,1,0,0,0,,,,,0
86,2438,ukqw@cpp.edu,1,0,0,0,,,,,0
87,2437,uofa@cpp.edu,1,0,0,0,,,,,0
88,2554,sjsr@gmail.com,1,0,0,1,2021-08-27,201.0,2021-08-27,201.0,0
89,2361,enff@gmail.com,1,0,0,0,,,,,0
90,2553,koap@gmail.com,1,0,0,0,,,,,0
91,730,xbbm@gmail.com,1,0,0,0,,,,,0
92,2492,ekuv@gmail.com,1,0,0,0,,,,,0
93,2443,wcmk@gmail.com,1,0,0,0,,,,,0
94,2130,kjjk@ucsc.edu,1,0,0,1,2020-07-23,601.0,2020-08-20,573.0,1
95,2310,tiqh@g.ucla.edu,1,0,0,0,,,,,0
96,2279,eyhf@csu.fullerton.edu,1,0,0,0,,,,,0
97,2261,bdxn@gmail.com,1,0,0,0,,,,,0
98,2522,ssum@marshall.usc.edu,1,2,0,0,,,,,0
99,2514,blxe@usc.edu,1,2,0,0,,,,,0
100,2512,hnhd@knights.ucf.edu,1,0,0,0,,,,,0
101,2644,hrob@ucf.edu,1,0,0,0,,,,,0
102,2434,ipwt@knights.ucf.edu,1,0,0,0,,,,,0
103,2359,hnmr@gmail.com,1,0,0,0,,,,,0
104,2347,srkt@zju.edu.cn,1,0,0,0,,,,,0
105,2379,nipi@gmail.com,1,0,0,0,,,,,0
106,2458,dinp@umich.edu,1,0,0,0,,,,,0
107,2086,ukye@umich.edu,1,0,0,0,,,,,0
108,2327,qqir@umich.edu,1,0,0,0,,,,,0
109,2346,axed@zju.edu.cn,1,0,0,0,,,,,0
110,2326,kzns@umich.edu,1,0,0,0,,,,,0
111,2429,rxmk@umich.edu,1,0,0,0,,,,,0
112,2065,kwfh@umich.edu,1,0,0,1,2020-05-06,679.0,2020-05-06,679.0,0
113,2259,adwq@umich.edu,1,0,0,0,,,,,0
114,2647,htra@umich.edu,1,0,0,0,,,,,0
115,2352,qzbr@uw.edu,1,0,0,0,,,,,0
116,2405,wgeg@sdsu.edu,1,0,0,0,,,,,0
117,2432,bcnz@gmail.com,1,3,0,0,,,,,0
118,2314,whim@gmail.com,1,0,0,0,,,,,0
119,2498,evxp@gmail.com,1,0,0,0,,,,,0
120,2250,oyre@gmail.com,1,0,0,0,,,,,0
121,743,msem@usc.edu,1,0,0,1,2020-06-04,650.0,2020-06-04,650.0,0
122,2390,ehfb@kristjansson.co,1,0,0,0,,,,,0
123,2401,cfzm@gmail.com,1,0,0,0,,,,,0
124,2362,tfcp@gmail.com,1,0,0,1,2020-05-26,659.0,2020-05-26,659.0,0
125,2355,caab@gmail.com,1,0,0,0,,,,,0
126,2211,nexa@marshall.usc.edu,1,0,0,0,,,,,0
127,2365,xptd@gmail.com,1,0,0,0,,,,,0
128,2323,akxd@qq.com,1,0,0,1,2021-03-05,376.0,2021-03-10,371.0,0
129,679,kixj@gmail.com,1,0,2,1,2021-02-17,392.0,2022-03-14,2.0,2
130,2337,djzq@Lion.lmu.edu,1,0,0,0,,,,,0
131,3237,jhtr@gmail.com,1,0,0,1,2020-09-17,545.0,2020-09-17,545.0,1
132,2275,sizc@yahoo.com,1,0,0,1,2020-09-21,541.0,2021-01-14,426.0,1
133,2221,wsiv@uci.edu,1,0,0,0,,,,,0
134,2473,qubf@uconn.edu,1,0,0,1,2020-10-11,521.0,2020-10-14,518.0,1
135,2529,euhv@uconn.edu,1,0,0,0,,,,,0
136,2260,nusm@gmail.com,1,0,0,0,,,,,0
137,2509,bnfa@gmail.com,1,0,0,0,,,,,0
138,705,ukkk@gmail.com,1,0,0,0,,,,,0
139,760,oxab@gmail.com,1,0,0,0,,,,,0
140,2481,lbfz@columbia.edu,1,0,0,0,,,,,0
141,2298,kqwt@gmail.com,1,0,0,0,,,,,0
142,2289,vtqe@columbia.edu,1,0,0,0,,,,,0
143,2231,albo@columbia.edu,1,0,0,0,,,,,0
144,2334,hflh@cpp.edu,1,0,0,0,,,,,0
145,2437,qaku@cpp.edu,1,0,0,0,,,,,0
146,2386,afpm@cpp.edu,1,0,0,0,,,,,0
147,2278,jzup@outlook.com,1,0,0,0,,,,,0
148,2392,zlnh@rpi.edu,1,0,0,0,,,,,0
149,2271,kwqx@gmail.com,1,0,0,0,,,,,0
150,2452,yjzl@gmail.com,1,0,0,0,,,,,0
151,2278,fokb@outlook.com,1,2,0,0,,,,,0
152,2392,oubs@rpi.edu,1,2,0,0,,,,,0
153,2271,rzbf@gmail.com,1,2,0,0,,,,,0
154,2452,unfv@gmail.com,1,2,0,0,,,,,0
155,2117,eujg@gmail.com,1,0,0,0,,,,,0
156,2137,scki@mtholyoke.edu,1,0,0,0,,,,,0
157,2118,phdo@usc.edu,1,0,0,0,,,,,0
158,2493,axmz@cs.ucla.edu,1,0,0,0,,,,,0
159,2579,rrqf@cs.ucla.edu,1,0,0,0,,,,,0
160,2222,yhuk@gmail.com,1,0,0,0,,,,,0
161,2511,trtr@snowflake.com,1,0,0,0,,,,,0
162,2602,zmff@snowflake.com,1,0,0,0,,,,,0
163,2324,gpcy@gmail.com,1,0,0,0,,,,,0
164,2305,tkrn@csu.fullerton.edu,1,0,0,0,,,,,0
165,2370,oanl@gmail.com,1,0,0,0,,,,,0
166,2580,olqo@mail.brandman.edu,1,0,0,0,,,,,0
167,2544,aaxr@mail.brandman.edu,1,0,0,0,,,,,0
168,2363,dnzj@usc.edu,1,0,0,0,,,,,0
169,2220,jiwr@usc.edu,1,0,0,0,,,,,0
170,2486,epve@gmail.com,1,0,0,0,,,,,0
171,2968,dbkg@gmail.com,1,0,0,0,,,,,0
172,677,fkwm@gmu.edu,1,0,0,1,2020-09-21,541.0,2020-10-02,530.0,2
173,2197,lvjm@gmu.edu,1,0,0,0,,,,,0
174,723,yysw@gmail.com,1,0,0,0,,,,,0
175,539,paew@gmail.com,1,0,27,1,2020-01-27,779.0,2021-06-30,259.0,3
176,2594,vlxz@cafethink.com,1,3,0,0,,,,,0
177,2131,ztze@gmail.com,1,0,0,0,,,,,0
178,2335,nsav@yahoo.com,1,0,0,0,,,,,0
179,2496,mdcb@uconn.edu,1,0,0,0,,,,,0
180,2495,pabx@uconn.edu,1,0,0,0,,,,,0
181,2330,sqpm@gmail.com,1,0,0,0,,,,,0
182,2243,iobr@gmail.com,1,0,0,0,,,,,0
183,2395,prce@gmail.com,1,0,0,0,,,,,0
184,2347,elna@zju.edu.cn,1,0,0,0,,,,,0
185,2379,sadn@gmail.com,1,0,0,0,,,,,0
186,2086,obwf@umich.edu,1,0,0,0,,,,,0
187,2327,unqp@umich.edu,1,0,0,0,,,,,0
188,2346,emtv@zju.edu.cn,1,0,0,0,,,,,0
189,2326,opwf@umich.edu,1,0,0,0,,,,,0
190,2429,pzma@umich.edu,1,0,0,0,,,,,0
191,2065,isdv@umich.edu,1,0,0,1,2020-05-06,679.0,2020-05-06,679.0,0
192,2259,urxj@umich.edu,1,0,0,0,,,,,0
193,2647,weqe@umich.edu,1,0,0,0,,,,,0
194,2570,rwev@columbia.edu,1,0,0,0,,,,,0
195,2384,xoth@163.com,1,0,0,0,,,,,0
196,2311,kroz@outlook.com,1,0,0,0,,,,,0
197,2254,jsfn@gmail.com,1,0,0,0,,,,,0
198,2521,lnga@usc.edu,1,1,0,0,,,,,0
199,2258,cyyr@usc.edu,1,1,0,0,,,,,0
200,2453,guts@hotmail.com,1,0,0,0,,,,,0
201,2467,mnbn@wfu.edu,1,0,0,0,,,,,0
202,2478,mzpa@gmail.com,1,0,0,0,,,,,0
203,2485,gbbj@andrew.cmu.edu,1,0,0,0,,,,,0
204,2124,anif@126.com,1,0,0,0,,,,,0
205,2134,hxus@tcu.edu.cn,1,0,0,0,,,,,0
206,2313,qoag@csu.fullerton.edu,1,0,0,0,,,,,0
207,2411,kwtm@gmail.com,1,0,0,0,,,,,0
208,2439,pvyy@csu.fullerton.edu,1,0,0,0,,,,,0
209,2200,vdxh@Marshall.usc.edu,1,0,0,1,2020-06-01,653.0,2020-06-01,653.0,1
210,2187,vjhl@qq.com,1,2,0,0,,,,,0
211,2163,ncwe@zju.edu.cn,1,2,0,0,,,,,0
212,2189,iooa@umich.edu,1,2,0,0,,,,,0
213,2181,vkak@umich.edu,1,2,0,0,,,,,0
214,0,,0,0,55,1,,,,,0
215,0,,0,0,55,1,2019-03-06,1106.0,2020-04-15,700.0,11
216,0,,0,0,55,1,2019-04-19,1062.0,2019-05-14,1037.0,0
217,0,,0,0,55,1,2019-05-01,1050.0,2019-05-08,1043.0,0
218,0,,0,0,55,1,2019-05-14,1037.0,2020-01-14,792.0,9
219,0,,0,0,55,1,2019-06-06,1014.0,2019-07-05,985.0,0
220,0,,0,0,55,1,2019-06-08,1012.0,2019-07-05,985.0,1
221,0,,0,0,55,1,,,,,0
222,0,,0,0,55,1,2019-06-07,1013.0,2019-07-19,971.0,3
223,0,,0,0,55,1,2019-06-07,1013.0,2019-06-07,1013.0,1
224,0,,0,0,55,1,2019-06-07,1013.0,2019-06-07,1013.0,1
225,0,,0,0,55,1,2019-06-17,1003.0,2019-06-17,1003.0,0
226,0,,0,0,55,1,2019-06-18,1002.0,2019-06-28,992.0,0
227,0,,0,0,55,1,2019-06-23,997.0,2019-09-16,912.0,0
228,0,,0,0,55,1,2019-06-25,995.0,2019-06-25,995.0,0
229,0,,0,0,55,1,2019-06-28,992.0,2019-07-31,959.0,4
230,0,,0,0,55,1,2019-07-03,987.0,2019-08-19,940.0,3
231,0,,0,0,55,1,2019-07-03,987.0,2019-08-22,937.0,5
232,0,,0,0,55,1,2019-07-03,987.0,2019-10-06,892.0,5
233,0,,0,0,55,1,2019-07-05,985.0,2019-09-19,909.0,2
234,0,,0,0,55,1,2019-07-05,985.0,2019-08-16,943.0,1
235,0,,0,0,55,1,,,,,0
236,0,,0,0,55,1,2019-07-08,982.0,2019-08-05,954.0,0
237,0,,0,0,55,1,2019-08-01,958.0,2019-08-01,958.0,0
238,0,,0,0,55,1,2019-08-15,944.0,2019-09-29,899.0,0
239,0,,0,0,55,1,2019-08-21,938.0,2019-08-21,938.0,0
240,0,,0,0,55,1,2019-09-03,925.0,2019-09-03,925.0,0
241,0,,0,0,55,1,,,,,0
242,0,,0,0,55,1,2019-09-03,925.0,2019-09-05,923.0,0
243,0,,0,0,55,1,2019-09-03,925.0,2019-09-18,910.0,0
244,0,,0,0,55,1,2019-09-05,923.0,2019-09-16,912.0,3
245,0,,0,0,55,1,2019-09-24,904.0,2019-09-24,904.0,0
246,0,,0,0,55,1,2019-09-24,904.0,2019-09-29,899.0,0
247,0,,0,0,55,1,2019-09-25,903.0,2019-09-25,903.0,0
248,0,,0,0,55,1,2019-09-27,901.0,2019-10-03,895.0,0
249,0,,0,0,55,1,2019-09-29,899.0,2019-09-29,899.0,0
250,0,,0,0,55,1,2019-09-30,898.0,2019-09-30,898.0,0
251,0,,0,0,55,1,2019-10-06,892.0,2019-10-06,892.0,0
252,0,,0,0,55,1,2019-10-07,891.0,2019-10-07,891.0,0
253,0,,0,0,55,1,2020-01-13,793.0,2020-01-13,793.0,1
254,0,,0,0,55,1,2020-03-17,729.0,2020-03-17,729.0,0
255,0,,0,0,55,1,2020-04-14,701.0,2020-04-15,700.0,0
256,0,,0,0,55,1,2021-01-04,436.0,2021-01-04,436.0,0
257,0,,0,0,55,1,2021-01-13,427.0,2021-01-13,427.0,0
258,1,lltv@researchmethods.org,0,0,0,0,,,,,0
259,89,zhar@usc.edu,0,0,0,1,,,,,0
260,107,nilt@illinois.edu,0,0,0,1,2020-03-27,719.0,2020-05-12,673.0,0
261,108,jndb@grmds.org,0,0,0,0,,,,,0
262,110,vrkg@rmdslab.com,0,0,7,1,2020-02-10,765.0,2020-12-02,469.0,0
263,154,mayq@example.com,0,0,0,0,,,,,0
264,163,lonp@gmail.com,0,0,0,0,,,,,0
265,167,cwas@163.com,0,0,0,0,,,,,0
266,169,oeku@rmdslab.com,0,0,0,1,,,,,0
267,180,bows@rmdslab.com,0,0,0,1,,,,,0
268,219,kcud@gmail.com,0,0,0,0,,,,,0
269,239,jxux@qq.com,0,0,0,0,,,,,0
270,243,zhmg@stanfordalumni.org,0,0,0,0,,,,,0
271,246,pvqd@gmail.com,0,0,15,0,,,,,0
272,278,plqy@usc.edu,0,0,0,0,,,,,0
273,303,blqj@gmail.com,0,0,0,0,,,,,0
274,333,wlxd@rmdslab.com,0,0,3,1,2019-09-27,901.0,2020-12-16,455.0,1
275,338,abtu@rmdslab.com,0,0,1,1,2019-09-27,901.0,2021-09-24,173.0,19
276,383,sjpq@gmail.com,0,0,0,1,,,,,0
277,389,yuby@rmdslab.com,0,0,0,1,,,,,0
278,394,xxih@rmdslab.com,0,0,2,1,2020-04-15,700.0,2022-02-24,20.0,1
279,413,hfke@gmail.com,0,0,2,0,,,,,0
280,428,ckej@rmdslab.com,0,0,0,0,,,,,0
281,435,itoa@gmail.com,0,0,0,1,,,,,0
282,464,xioq@gmail.com,0,0,0,1,,,,,0
283,465,slee@rmdslab.com,0,0,2,0,,,,,0
284,466,kylw@gmail.com,0,0,0,1,,,,,0
285,467,yqgu@gmail.com,0,0,0,0,,,,,0
286,468,srea@rmdslab.com,0,0,0,1,,,,,0
287,475,rnap@gmail.com,0,0,0,1,,,,,0
288,484,azbf@gmail.com,0,0,1,1,,,,,0
289,485,aytw@i.softbank.jp,0,0,0,1,,,,,0
290,488,vngl@gmail.com,0,0,1,1,2020-01-29,777.0,2021-09-05,192.0,3
291,489,jlkd@yahoo.com,0,0,0,1,,,,,0
292,490,qbzp@gmail.com,0,0,0,1,,,,,0
293,491,asng@qq.com,0,0,0,0,,,,,0
294,492,ygro@gmail.com,0,0,0,0,,,,,0
295,493,dntn@yahoo.es,0,0,0,0,,,,,0
296,494,macy@gmail.com,0,0,0,0,,,,,0
297,495,dygx@gmail.com,0,0,0,0,,,,,0
298,496,hedi@gmail.com,0,0,0,0,,,,,0
299,497,mcvc@gmail.com,0,0,0,0,,,,,0
300,498,rajp@gmail.com,0,0,0,0,,,,,0
301,499,xltk@gmail.com,0,0,0,0,,,,,0
302,505,orwe@rmdslab.com,0,0,0,0,,,,,0
303,506,gtpt@gmail.com,0,0,0,0,,,,,0
304,507,qtol@qq.com,0,0,1,0,,,,,0
305,509,eqiv@hotmail.com,0,0,0,0,,,,,0
306,510,rklv@gmail.com,0,0,0,0,,,,,0
307,511,sucl@outlook.com,0,0,0,0,,,,,0
308,512,digd@gmail.com,0,0,0,0,,,,,0
309,513,nsoi@gmail.com,0,0,0,0,,,,,0
310,514,trno@csu.fullerton.edu,0,0,0,0,,,,,0
311,515,mvcx@gmail.com,0,0,0,1,,,,,0
312,516,qodh@gmail.com,0,0,0,1,,,,,0
313,517,oquk@gmail.com,0,0,0,1,,,,,0
314,518,wgfd@gmail.com,0,0,0,1,,,,,0
315,519,uwjz@test.com,0,0,2,1,2020-03-10,736.0,2020-06-03,651.0,0
316,524,efjz@gmail.com,0,0,0,1,,,,,0
317,525,ucqp@oberlin.edu,0,0,0,1,,,,,0
318,526,ifxv@icloud.com,0,0,0,1,,,,,0
319,527,ueyd@qq.com,0,0,0,1,,,,,0
320,528,fcie@researchmethods.org,0,0,0,0,,,,,0
321,530,ccjq@gmail.com,0,0,0,1,,,,,0
322,534,zcws@gmail.com,0,0,0,1,,,,,0
323,535,pdeh@umich.edu,0,0,0,0,,,,,0
324,536,swwb@gmail.com,0,0,0,0,,,,,0
325,548,cibb@gmail.com,0,0,0,0,,,,,0
326,549,yeju@gmail.com,0,0,0,0,,,,,0
327,550,clxb@gmail.com,0,0,0,0,,,,,0
328,553,bnzy@connect.polyu.hk,0,0,0,0,,,,,0
329,556,lafm@gmail.com,0,0,0,0,,,,,0
330,557,lkor@gmail.com,0,0,0,0,,,,,0
331,558,hbxf@gmail.com,0,0,0,0,,,,,0
332,559,qfbm@gmail.com,0,0,0,0,,,,,0
333,562,cfai@gmail.com,0,0,0,0,,,,,0
334,563,diip@gmail.com,0,0,0,0,,,,,0
335,564,fgrb@gmail.com,0,0,0,0,,,,,0
336,565,zjns@gmail.com,0,0,0,0,,,,,0
337,566,zivz@gmail.com,0,0,0,0,,,,,0
338,567,tjca@163.com,0,0,0,0,,,,,0
339,568,jckp@gmail.com,0,0,0,0,,,,,0
340,569,rkba@163.com,0,0,0,0,,,,,0
341,570,eanz@gmail.com,0,0,0,0,,,,,0
342,572,qstb@georgetown.edu,0,0,0,0,,,,,0
343,574,ihsu@gmail.com,0,0,0,0,,,,,0
344,576,bfzp@sudu.ddd,0,0,0,0,,,,,0
345,586,vrsu@gmail.com,0,0,0,0,,,,,0
346,607,lzmd@rmdslab.com,0,0,1,1,2020-12-01,470.0,2021-09-15,182.0,2
347,608,eftx@gmail.com,0,0,0,0,,,,,0
348,609,hwip@alumni.calpoly.edu,0,0,0,0,,,,,0
349,612,nxtq@gmail.com,0,0,0,0,,,,,0
350,616,fdrz@aad.cp,0,0,0,0,,,,,0
351,617,qfcg@rmdslab.com,0,0,18,1,2020-01-27,779.0,2021-12-17,89.0,2
352,663,teoe@test.com,0,0,0,0,,,,,0
353,670,exdw@gmail.com,0,0,0,0,,,,,0
354,673,tciy@hotmail.com,0,0,0,0,,,,,0
355,675,chnj@gmail.com,0,0,0,0,,,,,0
356,676,svsj@grmds.org,0,0,0,0,,,,,0
357,678,jxax@rmdslab.com,0,0,8,1,2020-04-23,692.0,2021-02-11,398.0,11
358,680,hjfc@alumni.brown.edu,0,0,0,0,,,,,0
359,681,bkvh@gmail.com,0,0,0,0,,,,,0
360,682,eliu@df.com,0,0,0,0,,,,,0
361,685,khge@usc.edu,0,0,0,1,2020-06-04,650.0,2020-06-04,650.0,0
362,686,ddqt@qq.com,0,0,0,0,,,,,0
363,688,hdbx@gmail.com,0,0,0,0,,,,,0
364,689,xtti@husky.neu.edu,0,0,0,0,,,,,0
365,690,jzbk@gmail.com,0,0,0,0,,,,,0
366,691,vckr@marshall.usc.edu,0,0,0,0,,,,,0
367,692,lyhe@whu.edu.cn,0,0,0,0,,,,,0
368,693,adkf@whu.edu.cn,0,0,0,0,,,,,0
369,694,cylp@usc.edu,0,0,0,0,,,,,0
370,695,vqqy@gmail.com,0,0,0,0,,,,,0
371,696,qiup@yahoo.com,0,0,0,0,,,,,0
372,697,piqz@dkc.com,0,0,0,0,,,,,0
373,698,piub@live.unc.edu,0,0,0,0,,,,,0
374,699,mzge@163.com,0,0,0,0,,,,,0
375,700,bnfw@umich.edu,0,0,0,0,,,,,0
376,701,ifav@live.unc.edu,0,0,0,0,,,,,0
377,702,ksaf@gmail.com,0,0,0,1,2020-11-25,476.0,2021-05-26,294.0,1
378,703,bnlh@lion.lmu.edu,0,0,0,0,,,,,0
379,704,tftz@163.com,0,0,0,0,,,,,0
380,706,jpdg@qq.com,0,0,0,0,,,,,0
381,708,dbct@lion.lmu.edu,0,0,0,0,,,,,0
382,709,bdqk@gmail.com,0,0,0,0,,,,,0
383,710,wyyx@utexas.edu,0,0,0,0,,,,,0
384,711,kyqj@gmail.com,0,0,0,0,,,,,0
385,712,oges@gmail.com,0,0,0,0,,,,,0
386,713,rxsi@gmail.com,0,0,0,0,,,,,0
387,714,fgdc@wedbushinc.com,0,0,0,0,,,,,0
388,715,meqq@gmail.com,0,0,0,0,,,,,0
389,716,jace@gmail.com,0,0,0,0,,,,,0
390,717,jbgl@usc.edu,0,0,0,0,,,,,0
391,718,ysrd@gmail.com,0,0,0,0,,,,,0
392,719,edgd@gmail.com,0,0,0,0,,,,,0
393,720,hnhx@gmail.com,0,0,0,0,,,,,0
394,721,uiuo@qq.com,0,0,0,0,,,,,0
395,724,rvoj@rmdslab.com,0,0,0,0,,,,,0
396,725,xbus@gmail.com,0,0,0,1,2020-05-26,659.0,2020-05-26,659.0,0
397,726,amha@bucknell.edu,0,0,0,0,,,,,0
398,727,ueeh@gmail.com,0,0,0,0,,,,,0
399,728,lvqn@163.com,0,0,0,0,,,,,0
400,729,ogkc@gmail.com,0,0,0,0,,,,,0
401,731,ajwx@uw.edu,0,0,0,0,,,,,0
402,732,dluw@gmail.com,0,0,0,0,,,,,0
403,733,qyoo@gmail.com,0,0,0,0,,,,,0
404,734,zpih@usc.edu,0,0,0,0,,,,,0
405,735,dmtk@mail.ru,0,0,0,0,,,,,0
406,736,btal@gmail.com,0,0,0,1,2020-11-02,499.0,2020-11-02,499.0,0
407,737,iwpv@usc.edu,0,0,0,0,,,,,0
408,739,jpsx@outlook.com,0,0,0,1,2021-03-01,380.0,2021-03-13,368.0,2
409,740,sudu@yunmu-ai.com,0,0,0,0,,,,,0
410,741,ykfc@smail.nju.edu.cn,0,0,0,0,,,,,0
411,742,ojij@usc.edu,0,0,0,0,,,,,0
412,744,kcxd@und.edu,0,0,0,0,,,,,0
413,745,ozka@gmail.com,0,0,0,0,,,,,0
414,746,avwx@husky.neu.edu,0,0,0,0,,,,,0
415,747,lypy@foxmail.com,0,0,0,0,,,,,0
416,748,psia@gmail.com,0,0,3,1,2020-04-15,700.0,2021-03-25,356.0,7
417,749,yjcy@live.unc.edu,0,0,0,0,,,,,0
418,750,hjan@deped.gov.ph,0,0,0,0,,,,,0
419,751,zbob@gmail.com,0,0,0,0,,,,,0
420,752,vuzz@gmail.com,0,0,0,0,,,,,0
421,753,bsyx@usc.edu,0,0,0,0,,,,,0
422,754,cfrp@usc.edu,0,0,0,0,,,,,0
423,755,ozjl@gmail.com,0,0,0,1,2021-03-01,380.0,2021-03-01,380.0,1
424,756,fpni@dscompetition.com,0,0,0,0,,,,,0
425,757,jflg@gmail.com,0,0,0,0,,,,,0
426,758,phkn@lmu.edu,0,0,0,0,,,,,0
